url1_lang,url2_lang,pair_id,link1,link2,ia_link1,ia_link2,Geography,Entities,Time,Narrative,Overall,Style,Tone
tr,tr,1493408005_1610570242,http://www.trthaber.com/haber/turkiye/trt-genel-mudur-yardimciligina-serdar-karagoz-atandi-453719.html,https://www.takvim.com.tr/ekonomi/2020/05/19/new-yorktan-koronavirus-kacisi-tam-420-bin-zengin,https://web.archive.org/web/www.trthaber.com/haber/turkiye/trt-genel-mudur-yardimciligina-serdar-karagoz-atandi-453719.html,https://web.archive.org/web/www.takvim.com.tr/ekonomi/2020/05/19/new-yorktan-koronavirus-kacisi-tam-420-bin-zengin,4.0,4.0,4.0,4.0,4.0,3.0,3.0
en,en,1484011120_1484000603,https://playingfor90.com/2019/12/31/tottenham-used-barcelona-philippe-coutinho/,https://www.news18.com/news/football/pep-guardiola-adamant-manchester-city-are-englands-team-of-the-decade-despite-slump-2442087.html,https://web.archive.org/web/playingfor90.com/2019/12/31/tottenham-used-barcelona-philippe-coutinho/,https://web.archive.org/web/www.news18.com/news/football/pep-guardiola-adamant-manchester-city-are-englands-team-of-the-decade-despite-slump-2442087.html,2.6666666666666665,3.3333333333333335,1.0,3.6666666666666665,3.3333333333333335,1.6666666666666667,1.6666666666666667
en,en,1484699181_1483919695,https://news.yahoo.com/illinois-becomes-latest-us-state-legalize-recreational-pot-155153887.html,https://q13fox.com/2019/12/31/illinois-governor-pardons-more-than-11000-people-for-low-level-pot-offenses/,https://web.archive.org/web/news.yahoo.com/illinois-becomes-latest-us-state-legalize-recreational-pot-155153887.html,https://web.archive.org/web/q13fox.com/2019/12/31/illinois-governor-pardons-more-than-11000-people-for-low-level-pot-offenses/,1.0,2.0,1.5,1.5,2.0,1.0,1.5
pl,pl,1587447574_1631934657,https://expressbydgoski.pl/pierwsze-osocze-w-bydgoszczy-pobrane-ozdrowiency-zglaszajcie-sie-apeluje-centrum-krwiodawstwa/ar/c1-14933472,https://pomorska.pl/uwaga-nie-kazdy-kto-przechorowal-covid19-moze-oddac-osocze/ar/c1-15020053,https://web.archive.org/web/expressbydgoski.pl/pierwsze-osocze-w-bydgoszczy-pobrane-ozdrowiency-zglaszajcie-sie-apeluje-centrum-krwiodawstwa/ar/c1-14933472,https://web.archive.org/web/pomorska.pl/uwaga-nie-kazdy-kto-przechorowal-covid19-moze-oddac-osocze/ar/c1-15020053,4.0,1.0,4.0,2.0,2.0,1.0,2.0
en,en,1484007889_1484254724,https://io9.gizmodo.com/in-the-first-quiet-place-2-trailer-sound-hunting-monst-1840759317,https://www.polygon.com/2020/1/1/20921405/a-quiet-place-2-trailer-release-date,https://web.archive.org/web/io9.gizmodo.com/in-the-first-quiet-place-2-trailer-sound-hunting-monst-1840759317,https://web.archive.org/web/www.polygon.com/2020/1/1/20921405/a-quiet-place-2-trailer-release-date,1.0,1.0,1.0,1.0,1.0,1.0,1.0
tr,tr,1552894319_1504545030,https://www.sondakika.com/haber-koronavirus-tedbirleri-13031157/,http://www.haberler.com/afad-depremde-22-kisi-hayatini-kaybetti-1243-kisi-12852778-haberi/,https://web.archive.org/web/www.sondakika.com/haber-koronavirus-tedbirleri-13031157/,https://web.archive.org/web/www.haberler.com/afad-depremde-22-kisi-hayatini-kaybetti-1243-kisi-12852778-haberi/,3.0,4.0,4.0,4.0,4.0,1.0,1.0
es,es,1645395213_1644703114,https://www.noticiasbarquisimeto.com/vacuna-genetica-contra-el-covid-19-sera-experimentada-en-japon/,https://www.diariodelsur.com.mx/mundo/japon-comenzara-ensayos-clinicos-de-vacuna-contra-covid-19-coronavirus-pandemia-epidemia-5410265.html,https://web.archive.org/web/www.noticiasbarquisimeto.com/vacuna-genetica-contra-el-covid-19-sera-experimentada-en-japon/,https://web.archive.org/web/www.diariodelsur.com.mx/mundo/japon-comenzara-ensayos-clinicos-de-vacuna-contra-covid-19-coronavirus-pandemia-epidemia-5410265.html,1.0,1.0,1.0,2.0,1.0,1.0,1.0
de,de,1580986687_1605389491,http://www.sn-online.de/Nachrichten/Politik/Deutschland-Weltweit/Corona-Krise-Klimaprojekte-der-EU-bleiben-vorerst-liegen,http://www.ln-online.de/Nachrichten/Politik/Politik-im-Rest-der-Welt/Wie-die-EU-Kommission-den-Sommerurlaub-retten-will,https://web.archive.org/web/www.sn-online.de/Nachrichten/Politik/Deutschland-Weltweit/Corona-Krise-Klimaprojekte-der-EU-bleiben-vorerst-liegen,https://web.archive.org/web/www.ln-online.de/Nachrichten/Politik/Politik-im-Rest-der-Welt/Wie-die-EU-Kommission-den-Sommerurlaub-retten-will,1.0,2.0,3.0,4.0,3.0,1.0,2.0
de,de,1495337004_1494827452,http://feedproxy.google.com/~r/Jouwatch/~3/23fztszNJ7w/,https://politikstube.com/direkt-aus-der-tuerkei-254-fluechtlinge-in-hannover-gelandet/,https://web.archive.org/web/feedproxy.google.com/~r/Jouwatch/~3/23fztszNJ7w/,https://web.archive.org/web/politikstube.com/direkt-aus-der-tuerkei-254-fluechtlinge-in-hannover-gelandet/,1.0,1.0,1.0,1.0,1.0,3.0,3.0
en,en,1484454546_1484366554,https://newstodaynet.com/index.php/2020/01/02/building-collapses-after-fire-at-factory-in-delhi-people-trapped-official/,http://www.canindia.com/major-fire-in-a-delhi-factory-many-feared-trapped/,https://web.archive.org/web/newstodaynet.com/index.php/2020/01/02/building-collapses-after-fire-at-factory-in-delhi-people-trapped-official/,https://web.archive.org/web/www.canindia.com/major-fire-in-a-delhi-factory-many-feared-trapped/,1.0,1.6666666666666667,1.0,1.0,1.0,1.0,1.0
de,de,1484228737_1484086752,https://www.dnn.de/Reisereporter/1-Euro-Haeuser-In-diesen-italienischen-Staedten-gibt-es-sie,https://www.werra-rundschau.de/panorama/usa-hund-schaf-tier-detail-foto-wyoming-haustier-bild-zr-13365324.html?cmp=defrss,https://web.archive.org/web/www.dnn.de/Reisereporter/1-Euro-Haeuser-In-diesen-italienischen-Staedten-gibt-es-sie,https://web.archive.org/web/www.werra-rundschau.de/panorama/usa-hund-schaf-tier-detail-foto-wyoming-haustier-bild-zr-13365324.html?cmp=defrss,4.0,4.0,3.3333333333333335,4.0,4.0,1.3333333333333333,1.0
de,en,1587525479_1587939663,https://orf.at/stories/3163115/,http://thenewsdoctors.com/nfl-draft-joe-burrow-top-overall-pick-by-cincinnati-bengals/,https://web.archive.org/web/orf.at/stories/3163115/,https://web.archive.org/web/thenewsdoctors.com/nfl-draft-joe-burrow-top-overall-pick-by-cincinnati-bengals/,1.0,1.0,1.0,1.0,1.0,2.0,1.0
en,en,1484394548_1484142703,https://timesofindia.indiatimes.com/city/chennai/eight-die-on-new-years-eve-in-chennai-and-kancheepuram/articleshow/73063231.cms,https://www.thehindu.com/news/cities/chennai/police-manage-to-instil-sobriety-among-new-year-revellers/article30454884.ece,https://web.archive.org/web/timesofindia.indiatimes.com/city/chennai/eight-die-on-new-years-eve-in-chennai-and-kancheepuram/articleshow/73063231.cms,https://web.archive.org/web/www.thehindu.com/news/cities/chennai/police-manage-to-instil-sobriety-among-new-year-revellers/article30454884.ece,1.3333333333333333,1.6666666666666667,1.0,2.3333333333333335,1.6666666666666667,2.3333333333333335,2.0
es,es,1501637171_1490743957,https://www.eldiariodecarlospaz.com.ar/sociedad/2020/1/22/choferes-de-ersa-realizan-asambleas-este-miercoles-por-despidos-80520.html,https://www.cba24n.com.ar/sociedad/no-hubo-acuerdo-entre-ersa-y-aoita--podria-haber-paro-de-interurbanos_a5e1763919e7e33664b68caa0,https://web.archive.org/web/www.eldiariodecarlospaz.com.ar/sociedad/2020/1/22/choferes-de-ersa-realizan-asambleas-este-miercoles-por-despidos-80520.html,https://web.archive.org/web/www.cba24n.com.ar/sociedad/no-hubo-acuerdo-entre-ersa-y-aoita--podria-haber-paro-de-interurbanos_a5e1763919e7e33664b68caa0,1.0,1.0,2.0,2.0,2.0,1.0,2.0
en,en,1484189274_1484839224,https://www.opednews.com/articles/2019-Ten-Reasons-to-be-Th-by-Bob-Burnett-2020_Change_Children_Climate-191227-193.html,https://www.teaparty.org/11-times-hollywood-leftists-fantasized-about-violence-against-trump-gop-in-2019-423008/,https://web.archive.org/web/www.opednews.com/articles/2019-Ten-Reasons-to-be-Th-by-Bob-Burnett-2020_Change_Children_Climate-191227-193.html,https://web.archive.org/web/www.teaparty.org/11-times-hollywood-leftists-fantasized-about-violence-against-trump-gop-in-2019-423008/,1.0,2.5,1.0,4.0,3.5,2.0,4.0
de,en,1536185431_1615347966,https://www.radio-plassenburg.de/netanjahu-und-gantz-rufen-israelis-zu-wahlbeteiligung-auf-6608567/,http://www.shropshirestar.com/news/world-news/2020/05/24/netanyahu-heads-to-court-as-first-sitting-israeli-pm-on-trial/,https://web.archive.org/web/www.radio-plassenburg.de/netanjahu-und-gantz-rufen-israelis-zu-wahlbeteiligung-auf-6608567/,https://web.archive.org/web/www.shropshirestar.com/news/world-news/2020/05/24/netanyahu-heads-to-court-as-first-sitting-israeli-pm-on-trial/,1.0,2.0,4.0,4.0,3.0,1.0,2.0
en,en,1484011954_1484248662,https://www.cbc.ca/news/canada/prince-edward-island/pei-mindful-psychology-1.5371995?cmp=rss,https://www.doncasterfreepress.co.uk/news/traffic-and-travel/police-probe-launched-after-car-ends-ditch-near-doncaster-leaving-two-men-seriously-injured-1352992,https://web.archive.org/web/www.cbc.ca/news/canada/prince-edward-island/pei-mindful-psychology-1.5371995?cmp=rss,https://web.archive.org/web/www.doncasterfreepress.co.uk/news/traffic-and-travel/police-probe-launched-after-car-ends-ditch-near-doncaster-leaving-two-men-seriously-injured-1352992,4.0,4.0,2.0,4.0,4.0,2.6666666666666665,3.6666666666666665
en,en,1484012208_1484106665,https://menafn.com/1099495321/Just-Energy-Group-Inc?src=Rss,https://uk.answers.yahoo.com/question/index?qid=20200101181505AALznWz,https://web.archive.org/web/menafn.com/1099495321/Just-Energy-Group-Inc?src=Rss,https://web.archive.org/web/uk.answers.yahoo.com/question/index?qid=20200101181505AALznWz,3.0,4.0,1.0,4.0,4.0,4.0,3.0
de,en,1614716894_1510007629,https://www.derstandard.at/story/2000117658882/kurz-kann-sich-regionale-lockerungen-vorstellen?ref=rss,https://www.euractiv.com/section/elections/news/could-spos-burgenland-win-be-beacon-of-red-hope-for-austrias-social-democrats/,https://web.archive.org/web/www.derstandard.at/story/2000117658882/kurz-kann-sich-regionale-lockerungen-vorstellen?ref=rss,https://web.archive.org/web/www.euractiv.com/section/elections/news/could-spos-burgenland-win-be-beacon-of-red-hope-for-austrias-social-democrats/,2.0,3.0,4.0,4.0,4.0,1.0,2.0
en,en,1484038703_1484685682,https://www.latimes.com/california/story/2019-12-29/californias-oldest-weekly-newspaper-nears-its-final-days,https://mynorthwest.com/1657448/golden-globes-will-serve-plant-based-meal-at-awards-ceremony/,https://web.archive.org/web/www.latimes.com/california/story/2019-12-29/californias-oldest-weekly-newspaper-nears-its-final-days,https://web.archive.org/web/mynorthwest.com/1657448/golden-globes-will-serve-plant-based-meal-at-awards-ceremony/,2.3333333333333335,4.0,1.0,4.0,4.0,1.0,3.0
de,en,1549386060_1540491948,https://www.hna.de/hessen/b275-tragischer-unfall-wetterau-verwandte-machen-schrecklichen-fund-zr-13600605.html?cmp=defrss,https://www.siasat.com/bmw-gets-smashed-train-driver-survives-1848775/,https://web.archive.org/web/www.hna.de/hessen/b275-tragischer-unfall-wetterau-verwandte-machen-schrecklichen-fund-zr-13600605.html?cmp=defrss,https://web.archive.org/web/www.siasat.com/bmw-gets-smashed-train-driver-survives-1848775/,4.0,4.0,2.0,3.0,4.0,2.0,1.0
pl,pl,1483818110_1483968856,https://dzienniknarodowy.pl/suchodolski-sfalszowana-historia-sanacji-niewygodne-fakty-wideo/,https://dorzeczy.pl/historia/125037/illa.html,https://web.archive.org/web/dzienniknarodowy.pl/suchodolski-sfalszowana-historia-sanacji-niewygodne-fakty-wideo/,https://web.archive.org/web/dorzeczy.pl/historia/125037/illa.html,3.0,4.0,4.0,4.0,4.0,2.0,2.0
pl,pl,1635220766_1635220986,https://gazetalubuska.pl/rasistowski-atak-w-zielonogorskiej-restauracji-winiarnia-bachus-53latkowi-grozi-do-3-lat-wiezienia/ar/c1-15027004,"http://rss.dziennik.pl/~r/Dziennik-PL/~3/mO1Xcu9xuTg/7743746,warszawiak-obrazal-kelner-ukraina-zarzut-zniewazania.html",https://web.archive.org/web/gazetalubuska.pl/rasistowski-atak-w-zielonogorskiej-restauracji-winiarnia-bachus-53latkowi-grozi-do-3-lat-wiezienia/ar/c1-15027004,"https://web.archive.org/web/rss.dziennik.pl/~r/Dziennik-PL/~3/mO1Xcu9xuTg/7743746,warszawiak-obrazal-kelner-ukraina-zarzut-zniewazania.html",1.0,1.0,1.0,1.0,1.0,1.0,1.0
de,de,1483968764_1483903395,https://www.oe24.at/oesterreich/politik/Karl-Nehammer-als-neuer-Innenminister-bestaetigt/411533207,https://www.vol.at/koalition-neues-kabinett-nimmt-form-an/6473292,https://web.archive.org/web/www.oe24.at/oesterreich/politik/Karl-Nehammer-als-neuer-Innenminister-bestaetigt/411533207,https://web.archive.org/web/www.vol.at/koalition-neues-kabinett-nimmt-form-an/6473292,1.0,1.3333333333333333,1.0,2.0,1.0,1.0,1.6666666666666667
tr,tr,1496596925_1496706803,https://www.haberler.com/denizli-de-sobadan-sizan-gazdan-olen-13-yasindaki-12823913-haberi/,https://www.mynet.com/denizli-de-minik-seda-ya-aci-veda-tabutunun-uzerine-pembe-gelinlik-serildi-110106389397,https://web.archive.org/web/www.haberler.com/denizli-de-sobadan-sizan-gazdan-olen-13-yasindaki-12823913-haberi/,https://web.archive.org/web/www.mynet.com/denizli-de-minik-seda-ya-aci-veda-tabutunun-uzerine-pembe-gelinlik-serildi-110106389397,1.0,1.0,1.0,1.0,1.0,1.0,2.0
de,en,1586694908_1538515839,https://www.boerse-online.de/nachrichten/devisen/devisen-euro-sinkt-auf-monatstief-1029121942,https://www.euroweeklynews.com/2020/03/04/the-wuhan-shake-will-it-catch-on-in-spain/,https://web.archive.org/web/www.boerse-online.de/nachrichten/devisen/devisen-euro-sinkt-auf-monatstief-1029121942,https://web.archive.org/web/www.euroweeklynews.com/2020/03/04/the-wuhan-shake-will-it-catch-on-in-spain/,3.0,4.0,4.0,4.0,4.0,1.0,3.0
en,en,1484342139_1484301524,https://www.financialexpress.com/market/commodities/oil-prices-up-0-3-on-us-china-trade-optimism-middle-east-tensions/1810155/,https://money.usnews.com/investing/news/articles/2020-01-01/asian-shares-rise-on-chinas-policy-easing-trade-deal-hopes,https://web.archive.org/web/www.financialexpress.com/market/commodities/oil-prices-up-0-3-on-us-china-trade-optimism-middle-east-tensions/1810155/,https://web.archive.org/web/money.usnews.com/investing/news/articles/2020-01-01/asian-shares-rise-on-chinas-policy-easing-trade-deal-hopes,2.0,2.3333333333333335,1.3333333333333333,2.3333333333333335,2.0,1.0,1.3333333333333333
pl,pl,1483851360_1483970640,"https://fakty.interia.pl/polska/news-akcja-gopr-u-w-beskidach-turysci-koczowali-w-szalasie,nId,4238383","https://fakty.interia.pl/lubelskie/news-lubelskie-nowe-ognisko-ptasiej-grypy-wirus-bardzo-niebezpiec,nId,4238421","https://web.archive.org/web/fakty.interia.pl/polska/news-akcja-gopr-u-w-beskidach-turysci-koczowali-w-szalasie,nId,4238383","https://web.archive.org/web/fakty.interia.pl/lubelskie/news-lubelskie-nowe-ognisko-ptasiej-grypy-wirus-bardzo-niebezpiec,nId,4238421",4.0,4.0,1.0,4.0,4.0,1.0,1.0
en,en,1483803355_1484378389,https://www.business-standard.com/article/pti-stories/we-re-open-todd-phillips-on-joker-sequel-120010100360_1.html,https://www.mid-day.com/articles/joaquin-phoenixs-joker-had-a-shocking-alternative-ending/22360190,https://web.archive.org/web/www.business-standard.com/article/pti-stories/we-re-open-todd-phillips-on-joker-sequel-120010100360_1.html,https://web.archive.org/web/www.mid-day.com/articles/joaquin-phoenixs-joker-had-a-shocking-alternative-ending/22360190,1.0,1.3333333333333333,1.0,2.3333333333333335,2.3333333333333335,1.6666666666666667,1.6666666666666667
en,en,1509755384_1576389101,https://www.thehindubusinessline.com/economy/logistics/govt-grants-two-year-extension-to-rate-discount-scheme-for-coastal-vehicle-carriers/article30690508.ece,https://www.silive.com/news/2020/03/graniteville-man-43-admits-to-sexually-abusing-young-girl.html,https://web.archive.org/web/www.thehindubusinessline.com/economy/logistics/govt-grants-two-year-extension-to-rate-discount-scheme-for-coastal-vehicle-carriers/article30690508.ece,https://web.archive.org/web/www.silive.com/news/2020/03/graniteville-man-43-admits-to-sexually-abusing-young-girl.html,4.0,4.0,3.0,4.0,4.0,4.0,4.0
es,es,1484202835_1483632205,https://lahora.com.ec/noticia/1102296361/china-el-principal-financista-,https://www.extra.ec/opinion/primer-dia-nuevo-ano-2020-GD3335844,https://web.archive.org/web/lahora.com.ec/noticia/1102296361/china-el-principal-financista-,https://web.archive.org/web/www.extra.ec/opinion/primer-dia-nuevo-ano-2020-GD3335844,2.0,4.0,3.0,4.0,4.0,3.0,1.0
de,de,1638416749_1638120884,https://www.handelsblatt.com/unternehmen/handel-konsumgueter/markenname-rassismus-debatte-laesst-uncle-bens-verschwinden/25929318.html,https://www.stuttgarter-nachrichten.de/inhalt.rassismus-debatte-reismarke-uncle-ben-s-will-ihr-logo-aendern.824140d9-94c3-43a3-86c2-e4b7dc25ab55.html,https://web.archive.org/web/www.handelsblatt.com/unternehmen/handel-konsumgueter/markenname-rassismus-debatte-laesst-uncle-bens-verschwinden/25929318.html,https://web.archive.org/web/www.stuttgarter-nachrichten.de/inhalt.rassismus-debatte-reismarke-uncle-ben-s-will-ihr-logo-aendern.824140d9-94c3-43a3-86c2-e4b7dc25ab55.html,1.0,1.0,1.0,1.0,1.0,2.0,2.0
ar,ar,1577761684_1617304197,https://www.elfagr.news/3920612,https://www.vetogate.com/3988694/%D8%AF%D9%86%D9%8A%D8%A7-%D8%B9%D8%A8%D8%AF-%D8%A7%D9%84%D8%B9%D8%B2%D9%8A%D8%B2-%D8%B1%D9%81%D9%82%D8%A9-%D8%B1%D9%88%D8%AC%D9%8A%D9%86%D8%A7-%D9%88%D8%A3%D8%AD%D9%85%D8%AF-%D8%B2%D8%A7%D9%87%D8%B1-%D8%B9%D8%B4%D8%B1%D8%A9-%D8%A7%D9%84%D8%B9%D9%85%D8%B1,https://web.archive.org/web/www.elfagr.news/3920612,https://web.archive.org/web/www.vetogate.com/3988694/%D8%AF%D9%86%D9%8A%D8%A7-%D8%B9%D8%A8%D8%AF-%D8%A7%D9%84%D8%B9%D8%B2%D9%8A%D8%B2-%D8%B1%D9%81%D9%82%D8%A9-%D8%B1%D9%88%D8%AC%D9%8A%D9%86%D8%A7-%D9%88%D8%A3%D8%AD%D9%85%D8%AF-%D8%B2%D8%A7%D9%87%D8%B1-%D8%B9%D8%B4%D8%B1%D8%A9-%D8%A7%D9%84%D8%B9%D9%85%D8%B1,1.0,2.0,3.0,3.0,3.0,1.0,1.0
en,en,1484190182_1483889919,https://www.stuff.co.nz/timaru-herald/news/118536273/whats-on-in-south-canterbury-january-35-2020.html,http://www.ristage.org/store/p61/MIRACLE_ON_34TH_STREET_Admission.html,https://web.archive.org/web/www.stuff.co.nz/timaru-herald/news/118536273/whats-on-in-south-canterbury-january-35-2020.html,https://web.archive.org/web/www.ristage.org/store/p61/MIRACLE_ON_34TH_STREET_Admission.html,4.0,4.0,3.6666666666666665,4.0,4.0,4.0,3.3333333333333335
tr,tr,1558577269_1558256130,https://www.kamusaati.com/gundem/koronavirus-tedbirleri-kapsaminda-kosgeb-alacaklari-icin-3-ay-erteleme-yeni-destek-paketi-h38373.html,https://www.milliyet.com.tr/ekonomi/maden-isletmelerine-corona-destegi-ek-maliyetler-karsilanacak-6173445,https://web.archive.org/web/www.kamusaati.com/gundem/koronavirus-tedbirleri-kapsaminda-kosgeb-alacaklari-icin-3-ay-erteleme-yeni-destek-paketi-h38373.html,https://web.archive.org/web/www.milliyet.com.tr/ekonomi/maden-isletmelerine-corona-destegi-ek-maliyetler-karsilanacak-6173445,1.0,4.0,1.0,3.0,4.0,1.0,1.0
en,en,1507536783_1484348111,https://www.thisdaylive.com/index.php/2020/01/01/enhancing-pupils-literacy-skills-to-alleviate-poverty/,https://techcrunch.com/2020/01/01/jumia-dhl-and-alibaba-will-face-off-in-african-ecommerce-2-0/,https://web.archive.org/web/www.thisdaylive.com/index.php/2020/01/01/enhancing-pupils-literacy-skills-to-alleviate-poverty/,https://web.archive.org/web/techcrunch.com/2020/01/01/jumia-dhl-and-alibaba-will-face-off-in-african-ecommerce-2-0/,2.0,3.6666666666666665,2.6666666666666665,3.0,3.6666666666666665,1.6666666666666667,3.6666666666666665
de,de,1526700432_1536335666,https://www.salzgitter-zeitung.de/politik/article228487467/Anschlag-in-Hanau-Wie-der-Staat-jetzt-antworten-muss.html,https://www.wr.de/politik/experte-polizei-kann-gegen-taeter-wie-tobias-r-nichts-tun-id228487291.html,https://web.archive.org/web/www.salzgitter-zeitung.de/politik/article228487467/Anschlag-in-Hanau-Wie-der-Staat-jetzt-antworten-muss.html,https://web.archive.org/web/www.wr.de/politik/experte-polizei-kann-gegen-taeter-wie-tobias-r-nichts-tun-id228487291.html,1.0,2.0,1.0,2.0,2.0,3.0,2.0
ar,ar,1609803020_1646170316,https://www.albayan.ae/five-senses/last-page/2020-05-18-1.3861928,https://www.albayan.ae/economy/the-world-today/2020-06-27-1.3896106,https://web.archive.org/web/www.albayan.ae/five-senses/last-page/2020-05-18-1.3861928,https://web.archive.org/web/www.albayan.ae/economy/the-world-today/2020-06-27-1.3896106,2.0,4.0,3.0,4.0,4.0,1.0,1.0
de,de,1483973708_1484046875,https://www.journalistenwatch.com/2020/01/01/warum-co2-sparen/,https://www.journalistenwatch.com/2020/01/01/wdr-auf-umweltsau/,https://web.archive.org/web/www.journalistenwatch.com/2020/01/01/warum-co2-sparen/,https://web.archive.org/web/www.journalistenwatch.com/2020/01/01/wdr-auf-umweltsau/,2.0,4.0,1.0,4.0,4.0,1.0,1.3333333333333333
tr,tr,1558562300_1559061328,http://www.haberler.com/kirsehir-tso-da-uzaktan-ve-donusumlu-calisma-13052849-haberi/,https://www.haberler.com/kirsehir-de-65-yas-ustu-vatandaslar-sokaga-cikma-13051794-haberi/,https://web.archive.org/web/www.haberler.com/kirsehir-tso-da-uzaktan-ve-donusumlu-calisma-13052849-haberi/,https://web.archive.org/web/www.haberler.com/kirsehir-de-65-yas-ustu-vatandaslar-sokaga-cikma-13051794-haberi/,1.0,4.0,1.0,4.0,4.0,3.0,1.0
tr,tr,1578688252_1560431830,http://www.ozgurkocaeli.com.tr/demir-yollarinda-insansiz-tasima-donemi-405084h.htm,https://www.takvim.com.tr/ekonomi/2020/03/27/son-dakika-ticaret-bakani-ruhsar-pekcandan-flas-koronavirus-tedbiri-aciklamasi,https://web.archive.org/web/www.ozgurkocaeli.com.tr/demir-yollarinda-insansiz-tasima-donemi-405084h.htm,https://web.archive.org/web/www.takvim.com.tr/ekonomi/2020/03/27/son-dakika-ticaret-bakani-ruhsar-pekcandan-flas-koronavirus-tedbiri-aciklamasi,1.0,3.0,1.0,3.0,3.0,1.0,1.0
en,en,1484188420_1484174788,https://www.opednews.com/articles/Sex-bribes-and-recordings-by-Joseph-Zernik-Judicial-Corruption-191227-47.html,https://timesofmalta.com/articles/view/israels-netanyahu-to-ask-parliament-for-immunity.760503,https://web.archive.org/web/www.opednews.com/articles/Sex-bribes-and-recordings-by-Joseph-Zernik-Judicial-Corruption-191227-47.html,https://web.archive.org/web/timesofmalta.com/articles/view/israels-netanyahu-to-ask-parliament-for-immunity.760503,1.0,1.6666666666666667,1.6666666666666667,2.0,1.6666666666666667,3.0,2.3333333333333335
en,en,1484033127_1484089373,https://www.investmentwatchblog.com/latest-venture-capital-barometer-came-out-just-awful-fhfa-purchases-still-in-major-deceleration-mode-largest-ever-vix-short-continues-unwind/,"http://www.gopbriefingroom.com/index.php/topic,387514.msg2120712.html#msg2120712",https://web.archive.org/web/www.investmentwatchblog.com/latest-venture-capital-barometer-came-out-just-awful-fhfa-purchases-still-in-major-deceleration-mode-largest-ever-vix-short-continues-unwind/,"https://web.archive.org/web/www.gopbriefingroom.com/index.php/topic,387514.msg2120712.html#msg2120712",2.3333333333333335,4.0,1.0,4.0,4.0,3.3333333333333335,3.0
ar,ar,1524597994_1528408017,http://blogs.aljazeera.net/blogs/2020/2/18/نضال-فرحات-رجل-الطائرة-والصاروخ,https://elbashayer.com/2492445/2020/02/22/%d8%ad%d9%85%d8%a7%d8%b3-%d8%ac%d8%a7%d9%87%d8%b2%d9%88%d9%86-%d9%84%d9%83%d9%84-%d8%a7%d9%84%d9%85%d8%b9%d8%a7%d8%b1%d9%83-%d8%b6%d8%af-%d8%a7%d9%84%d8%b9%d8%af%d9%88-%d8%a7%d9%84%d8%b5%d9%87/,https://web.archive.org/web/blogs.aljazeera.net/blogs/2020/2/18/نضال-فرحات-رجل-الطائرة-والصاروخ,https://web.archive.org/web/elbashayer.com/2492445/2020/02/22/%d8%ad%d9%85%d8%a7%d8%b3-%d8%ac%d8%a7%d9%87%d8%b2%d9%88%d9%86-%d9%84%d9%83%d9%84-%d8%a7%d9%84%d9%85%d8%b9%d8%a7%d8%b1%d9%83-%d8%b6%d8%af-%d8%a7%d9%84%d8%b9%d8%af%d9%88-%d8%a7%d9%84%d8%b5%d9%87/,1.0,4.0,1.0,3.0,4.0,1.0,3.0
de,de,1483954855_1484054043,http://www.waz-online.de/Nachrichten/Panorama/Brand-in-Krefelder-Zoo-alle-Tiere-im-Affenhaus-tot,http://www.sn-online.de/Nachrichten/Panorama/Uebersicht/Brand-im-Affenhaus-Verdaechtige-stellen-sich-der-Polizei,https://web.archive.org/web/www.waz-online.de/Nachrichten/Panorama/Brand-in-Krefelder-Zoo-alle-Tiere-im-Affenhaus-tot,https://web.archive.org/web/www.sn-online.de/Nachrichten/Panorama/Uebersicht/Brand-im-Affenhaus-Verdaechtige-stellen-sich-der-Polizei,1.3333333333333333,1.6666666666666667,1.0,2.0,1.6666666666666667,1.0,1.0
tr,tr,1494278873_1647578072,https://www.dunya.com/sektorler/sigortacilik/tarim-sigortalari-havuz-isletmesi-genel-muduru-serpil-gunal-oldu-haberi-460471,https://finans.mynet.com/haber/detay/ekonomi/kredi-yapilandirmasi-olacak-mi-vakifbank-ziraat-bankasi-ve-halkbank-kredi-yapilandirmasi/398149/,https://web.archive.org/web/www.dunya.com/sektorler/sigortacilik/tarim-sigortalari-havuz-isletmesi-genel-muduru-serpil-gunal-oldu-haberi-460471,https://web.archive.org/web/finans.mynet.com/haber/detay/ekonomi/kredi-yapilandirmasi-olacak-mi-vakifbank-ziraat-bankasi-ve-halkbank-kredi-yapilandirmasi/398149/,2.0,4.0,4.0,4.0,4.0,2.5,2.5
en,en,1516170185_1515943366,http://www.looptonga.com/global-news/thai-soldier-who-killed-20-shot-dead-89979,https://www.itv.com/news/2020-02-09/thai-soldier-shot-dead-after-killing-at-least-21-in-gun-rampage/,https://web.archive.org/web/www.looptonga.com/global-news/thai-soldier-who-killed-20-shot-dead-89979,https://web.archive.org/web/www.itv.com/news/2020-02-09/thai-soldier-shot-dead-after-killing-at-least-21-in-gun-rampage/,1.0,2.0,1.0,2.0,1.0,3.0,1.0
